Attack 9 10	
slaughtered O VBN O
by O IN O
these O DT O
same O JJ O
guys B-Group NNS B-Target
, O , O
they B-Group PRP O
ai O VBP O
n't O RB O
so O RB O
bad O JJ O
are O VBP O
they B-Group PRP O
Chris B-Individual NNP O
Matthews I-Individual NNP O

Attack 9 11	Attacker 4 5	Target 7 8	
These B-Group DT O
are O VBP O
the O DT O
same O JJ O
terrorists B-Group NNS B-Attacker
blowing O VBG O
up O RP O
families B-Group NNS B-Target
, O , O
chopping O VBG B-Attack-T
off O RP I-Attack-T
heads O NNS O
of O IN O
civilians B-Group NNS O
, O , O
and O CC O
the O DT O
complete O JJ O
disregard O NN O
for O IN O
any O DT O
human B-Indeterminate JJ O
life O NN O
and O CC O
they B-Group PRP O
just O RB O
disagree O VBP O
with O IN O
us B-Nation PRP O

Attack 24 25	Time-Within 1 2	
On O IN O
Sunday B-Time NNP B-Time-Within
, O , O
Marines B-Group NNPS O
found O VBD O
the O DT O
mutilated O VBN O
body B-Individual NN O
of O IN O
what B-Individual WP O
they B-Group PRP O
believe O VBP O
was O VBD O
a O DT O
Western B-Region-International JJ O
woman B-Individual NN O
on O IN O
a O DT O
street B-Path NN O
in O IN O
Fallujah B-Population-Center NNP O
during O IN O
the O DT O
U.S. O NNP O
assault O NN B-Attack-T
on O IN O
the O DT O
insurgent B-Individual JJ O
stronghold B-Population-Center NN O

Die 6 7	Victim 7 8	
On O IN O
Sunday B-Time NNP O
, O , O
Marines B-Group NNPS O
found O VBD O
the O DT O
mutilated O VBN B-Die-T
body B-Individual NN B-Victim
of O IN O
what B-Individual WP O
they B-Group PRP O
believe O VBP O
was O VBD O
a O DT O
Western B-Region-International JJ O
woman B-Individual NN O
on O IN O
a O DT O
street B-Path NN O
in O IN O
Fallujah B-Population-Center NNP O
during O IN O
the O DT O
U.S. O NNP O
assault O NN O
on O IN O
the O DT O
insurgent B-Individual JJ O
stronghold B-Population-Center NN O

End-Position 0 1	Position 1 2	Person 2 4	
Former B-Time JJ B-End-Position-T
Senator B-Individual NNP B-Position
Chuck B-Individual NNP B-Person
Robb I-Individual NNP I-Person
has O VBZ O
n't O RB O
been O VBN O
heard O VBN O
from O IN O
lately B-Time RB O

Transfer-Ownership 5 6	Seller 0 1	Buyer 7 8	
everyone B-Indeterminate NN B-Seller
thinks O VBZ O
they B-Indeterminate PRP O
can O MD O
always O RB O
sell O VB B-Transfer-Ownership-T
to O TO O
someone B-Individual NN B-Buyer
dumber O JJR O

Transfer-Ownership 12 13	Buyer 8 12	Artifact 13 14	
These O DT O
problems O NNS O
multiplied O VBN O
when O WRB O
the O DT O
New B-Region-General NNP O
England I-Region-General NNP O
chain B-Commercial NN O
Stop B-Commercial NN B-Buyer
n I-Commercial NN I-Buyer
' I-Commercial '' I-Buyer
Shop I-Commercial NNP I-Buyer
acquired O VBD B-Transfer-Ownership-T
Giant B-Commercial NNP B-Artifact

Transfer-Ownership 3 4	Artifact 2 3	Seller 7 8	Time-Within 8 12	
When O WRB O
the O DT O
chain B-Commercial NN B-Artifact
passed O VBN B-Transfer-Ownership-T
from O IN O
its B-Commercial PRP$ O
private O JJ O
owners B-Group NNS B-Seller
a B-Time DT B-Time-Within
few I-Time JJ I-Time-Within
years I-Time NNS I-Time-Within
ago I-Time RB I-Time-Within
, O , O
problems O NNS O
began O VBD O

Transfer-Ownership 15 16	Place 11 12	Artifact 12 13	Seller 17 19	
Interesting O JJ O
aside O RB O
: O : O
Starbucks B-Commercial NNP O
is O VBZ O
taking O VBG O
over O RP O
the O DT O
location B-Building-Grounds NN O
in O IN O
my B-Individual PRP$ O
town B-Population-Center NN B-Place
that B-Building-Grounds WDT B-Artifact
was O VBD O
recently B-Time RB O
abandoned O VBN B-Transfer-Ownership-T
by O IN O
Krispy B-Commercial NNP B-Seller
Kreme I-Commercial NNP I-Seller

Transfer-Money 29 30	Recipient 34 35	
Though O NNP O
, O , O
of O IN O
course O NN O
, O , O
there O EX O
's O VBZ O
always O RB O
the O DT O
chance O NN O
that O IN O
these O DT O
fund O NN O
managers B-Group NNS O
were O VBD O
stupid O JJ O
and O CC O
shortsighted O JJ O
, O , O
not O RB O
actually O RB O
criminal O JJ O
; O : O
apparently O RB O
, O , O
the O DT O
money O NN O
stolen O VBN O
was O VBD O
lent O VBN B-Transfer-Money-T
to O TO O
or O CC O
invested O VBN O
in O IN O
companies B-Commercial NNS B-Recipient
the O DT O
managers B-Group NNS O
controlled O VBN O
-- O : O
so O IN O
they B-Group PRP O
're O VBP O
guilty O JJ O
of O IN O
front-running O JJ O
, O , O
at O IN O
the O DT O
least O JJS O

End-Position 9 10	Time-Within 11 12	Person 13 14	Place 17 18	Entity 19 20	
One O CD O
such O JJ O
activist B-Individual NN O
is O VBZ O
Mao B-Individual NNP O
Hengfeng I-Individual NNP O
, O , O
who B-Individual WP O
was O VBD O
dismissed O VBN B-End-Position-T
in O IN O
1988 B-Time CD B-Time-Within
from O IN O
her B-Individual PRP$ B-Person
job O NN O
at O IN O
a O DT O
Shanghai B-Population-Center NNP B-Place
soap O NN O
factory B-Commercial NN B-Entity
after O IN O
becoming O VBG O
pregnant O JJ O
a O DT O
second O JJ O
time O NN O

Die 3 4	Victim 5 6	Agent 6 7	
So O RB O
now B-Time RB O
by O IN O
killing O VBG B-Die-T
the O DT O
males B-Group NNS B-Victim
they B-Nation PRP B-Agent
can O MD O
hopefully O RB O
narrow O VB O
the O DT O
gender O NN O
gap O NN O

Transfer-Money 9 10	Recipient 8 9	
Allegations O NNS O
have O VBP O
come O VBN O
to O TO O
light O NN O
that O IN O
several O JJ O
OSU B-Sports NNP O
players B-Group NNS B-Recipient
received O VBD B-Transfer-Money-T
illegal O JJ O
benefits O NNS O
including O VBG O
cash O NN O
, O , O
access O NN O
to O TO O
cars B-Land NNS O
, O , O
etc O FW O

End-Position 23 24	Entity 19 20	Person 26 27	
Much O RB O
like O IN O
the O DT O
`` O `` O
I B-Individual PRP O
told O VBD O
you B-Individual PRP O
so O RB O
's O VBZ O
'' O '' O
everyone B-Group NN O
is O VBZ O
throwing O VBG O
at O IN O
the O DT O
UGA B-Educational NNP O
basketball O NN O
program B-Sports NN O
after O IN O
their B-Sports PRP$ B-Entity
hiring O NN O
and O CC O
subsequent O JJ O
firing O NN B-End-Position-T
of O IN O
The O DT O
Harricks B-Group NNPS B-Person
, O , O
folks B-Group NNS O
around O IN O
the O DT O
Buckeye B-State-or-Province NNP O
state I-State-or-Province NN O
have O VBP O
to O TO O
be O VB O
having O VBG O
similar O JJ O
thoughts O NNS O

Transfer-Money 14 15	Giver 11 12	Money 15 17	Recipient 20 21	
Of O IN O
course O NN O
, O , O
it O PRP O
was O VBD O
discovered O VBN O
that O IN O
his B-Individual PRP$ O
men O NNS O
's O POS O
basketball B-Sports NN O
coach B-Individual NN B-Giver
had O VBD O
directly O RB O
given O VBN B-Transfer-Money-T
six B-Money CD B-Money
grand I-Money JJ I-Money
to O TO O
a O DT O
Yugoslavian B-Nation JJ O
recruit B-Individual VB B-Recipient
, O , O
but O CC O
that O DT O
was O VBD O
just O RB O
his B-Individual PRP$ O
stipend O NN O
for O IN O
travel O NN O
and O CC O
coach B-Individual NN O
Jim B-Individual NNP O
O'Brien I-Individual NNP O
was O VBD O
just O RB O
having O VBG O
a O DT O
problem O NN O
with O IN O
the O DT O
currency O NN O
exchange O NN O
rates O NNS O
... O : O
right O JJ O
Andy B-Individual NNP O

End-Position 20 21	Position 3 4	Entity 12 14	Person 16 18	Time-After 23 25	
It O PRP O
seems O VBZ O
that O IN O
AD B-Individual NN B-Position
and O CC O
frequent O JJ O
`` O `` O
No O DT O
we O PRP O
did O VBD O
n't O RB O
'' O '' O
Ohio B-Sports NNP B-Entity
State I-Sports NNP I-Entity
front O JJ O
man B-Individual NN O
Andy B-Individual NNP B-Person
Geiger I-Individual NNP I-Person
is O VBZ O
`` O `` O
retiring O VBG B-End-Position-T
'' O '' O
after O IN O
11 B-Time CD B-Time-After
years I-Time NNS I-Time-After
at O IN O
the O DT O
helm O NN O

Transfer-Money 34 35	
It O PRP O
should O MD O
n't O RB O
surprise O VB O
Buckeye B-Sports NNP O
fans B-Group NNS O
either O CC O
, O , O
since O IN O
Tressel B-Individual NNP O
had O VBD O
similar O JJ O
problems O NNS O
at O IN O
Youngstown B-Educational NNP O
State I-Educational NNP O
, O , O
and O CC O
left O VBD O
a O DT O
wake O NN O
of O IN O
controversy O NN O
behind O IN O
himself B-Individual PRP O
there O EX O
as O RB O
well O RB O
, O , O
including O VBG O
( O JJ O
surprise O NN O
) O NN O
illegal O JJ O
benefits O NNS B-Transfer-Money-T
including O VBG O
cash O NN O
, O , O
cars B-Land NNS O
, O , O
grade O NN O
fixing O VBG O
, O , O
etc O FW O

End-Position 10 11	Entity 6 7	Person 9 10	
Will O MD O
we B-Group PRP O
have O VB O
that O DT O
at O IN O
the O DT O
Fed B-Government NNP B-Entity
, O , O
when O WRB O
Greenspan B-Individual NNP B-Person
leaves O VBZ B-End-Position-T

Attack 28 29	Place 19 20	Target 25 26	Attacker 30 32	Attacker 34 35	
If O IN O
not O RB O
, O , O
I B-Individual PRP O
fully O RB O
expect O VBP O
the O DT O
Packers B-Sports NNPS O
and O CC O
many O JJ O
other O JJ O
teams B-Sports NNS O
to O TO O
handle O VB O
this O DT O
matter O NN O
`` O `` O
on O IN O
the O DT O
field B-Building-Grounds NN B-Place
'' O '' O
with O IN O
Darius B-Individual NNP O
being O VBG O
the O DT O
target B-Individual NN B-Target
of O IN O
similar O JJ O
attacks O NNS B-Attack-T
by O IN O
tight B-Indeterminate JJ B-Attacker
ends I-Indeterminate NNS I-Attacker
and O CC O
offensive O JJ O
lineman B-Group NN B-Attacker

Injure 13 14	Time-Within 0 5	
In B-Time IN B-Time-Within
this I-Time DT I-Time-Within
day I-Time NN I-Time-Within
and I-Time CC I-Time-Within
age I-Time NN I-Time-Within
of O IN O
bigger O JJR O
, O , O
stronger O JJR O
and O CC O
faster O RBR O
players B-Group NNS O
, O , O
injuries O NNS B-Injure-T
are O VBP O
going O VBG O
to O TO O
happen O VB O
accidentally O RB O
all O DT O
of O IN O
the O DT O
time O NN O

Attack 13 14	
Paul B-Individual NNP O
Tagliabue I-Individual NNP O
must O MD O
give O VB O
word O NN O
to O TO O
all B-Group DT O
of O IN O
his B-Individual PRP$ O
employees B-Group NNS O
that O WDT O
actions O NNS O
like O IN O
this O DT B-Attack-T
will O MD O
not O RB O
be O VB O
tolerated O VBN O

Die 26 27	Agent 16 17	Victim 27 28	
I B-Individual PRP O
do O VBP O
n't O RB O
care O VB O
what O WP O
anyone B-Indeterminate NN O
says O VBZ O
about O IN O
`` O `` O
you B-Indeterminate PRP O
ca O MD O
n't O RB O
judge O VB O
intent O NN O
. O . O
'' O '' O
Darius B-Individual NNP B-Agent
' O POS O
intent O NN O
was O VBD O
to O TO O
dismember O VB O
, O , O
injure O VB O
or O CC O
even O RB O
kill O VB B-Die-T
Ferguson B-Individual NNP B-Victim

Attack 0 1	
This O DT B-Attack-T
was O VBD O
not O RB O
one O CD O
of O IN O
the O DT O
staged O VBN O
stiff-armed O JJ O
clotheslines O NNS O
you B-Indeterminate PRP O
see O VBP O
in O IN O
professional O JJ O
wrestling O NN O
broadcasts O NNS O

Attack 0 1	Target 15 16	
This O DT B-Attack-T
was O VBD O
a O DT O
vicious O JJ O
, O , O
arm O NN O
cocked O VBN O
and O CC O
swinging O VBG O
clothesline O NN O
that O WDT O
literally O RB O
could O MD O
have O VB O
torn O VBN O
Ferguson B-Individual NNP B-Target
's O POS O
head O NN O
off O IN O
of O IN O
his B-Individual PRP$ O
body O NN O

Attack 10 11	Attacker 8 10	Target 14 15	
Coming O VBG O
from O IN O
the O DT O
other O JJ O
direction O NN O
, O , O
Jacksonville B-Sports NNP O
DB B-Individual NNP O
Donovin B-Individual NNP B-Attacker
Darius I-Individual NNP I-Attacker
unloaded O JJ B-Attack-T
chin O NN O
high O JJ O
on O IN O
Ferguson B-Individual NNP B-Target
with O IN O
a O DT O
vicious O JJ O
clothesline O NN O

Transport 25 26	Artifact 24 25	Origin 27 28	
One O CD O
sidenote O NN O
here O RB O
is O VBZ O
that O IN O
, O , O
despite O IN O
their B-Group PRP$ O
rabid O JJ O
fandom O NN O
and O CC O
the O DT O
situation O NN O
, O , O
not O RB O
one O CD O
thing O NN O
was O VBD O
thrown O VBN O
at O IN O
the O DT O
offending O VBG O
player B-Individual NN O
as O IN O
he B-Individual PRP B-Artifact
left O VBD B-Transport-T
the O DT O
field B-Building-Grounds NN B-Origin

Injure 23 24	Agent 16 17	Victim 27 28	
I B-Individual PRP O
do O VBP O
n't O RB O
care O VB O
what O WP O
anyone B-Indeterminate NN O
says O VBZ O
about O IN O
`` O `` O
you B-Indeterminate PRP O
ca O MD O
n't O RB O
judge O VB O
intent O NN O
. O . O
'' O '' O
Darius B-Individual NNP B-Agent
' O POS O
intent O NN O
was O VBD O
to O TO O
dismember O VB O
, O , O
injure O VB B-Injure-T
or O CC O
even O RB O
kill O VB O
Ferguson B-Individual NNP B-Victim

Injure 21 22	Agent 16 17	Victim 27 28	
I B-Individual PRP O
do O VBP O
n't O RB O
care O VB O
what O WP O
anyone B-Indeterminate NN O
says O VBZ O
about O IN O
`` O `` O
you B-Indeterminate PRP O
ca O MD O
n't O RB O
judge O VB O
intent O NN O
. O . O
'' O '' O
Darius B-Individual NNP B-Agent
' O POS O
intent O NN O
was O VBD O
to O TO O
dismember O VB B-Injure-T
, O , O
injure O VB O
or O CC O
even O RB O
kill O VB O
Ferguson B-Individual NNP B-Victim

Injure 15 16	Victim 13 14	
There O EX O
is O VBZ O
simply O RB O
no O DT O
room O NN O
for O IN O
the O DT O
kind O NN O
of O IN O
play O NN O
that O WDT O
resulted O VBD O
in O IN O
Ferguson B-Individual NNP B-Victim
's O POS O
injury O NN B-Injure-T

Attack 20 21	Target 16 18	Time-Within 25 29	Time-At-End 29 38	
This O DT O
was O VBD O
the O DT O
most O RBS O
vicious O JJ O
and O CC O
blatantly O RB O
dirty O JJ O
play O NN O
I B-Individual PRP O
have O VBP O
seen O VBN O
in O IN O
the O DT O
NFL B-Sports NNP O
since O IN O
Jim B-Individual NNP B-Target
McMahon I-Individual NNP I-Target
was O VBD O
body O NN O
slammed O VBD B-Attack-T
to O TO O
the O DT O
ground O NN O
in O IN O
the B-Time DT B-Time-Within
mid I-Time JJ I-Time-Within
80 I-Time CD I-Time-Within
's I-Time POS I-Time-Within
about B-Time IN B-Time-At-End
five I-Time CD I-Time-At-End
seconds I-Time NNS I-Time-At-End
after I-Time IN I-Time-At-End
he I-Time PRP I-Time-At-End
had I-Time VBD I-Time-At-End
released I-Time VBN I-Time-At-End
a I-Time DT I-Time-At-End
pass I-Time NN I-Time-At-End

Transport 12 13	
After O IN O
many B-Time JJ O
minutes I-Time NNS O
lying O VBG O
motionless O JJ O
on O IN O
the O DT O
field B-Building-Grounds NN O
, O , O
Ferguson B-Individual NNP O
was O VBD O
finally O RB O
removed O VBN B-Transport-T
via O IN O
stretcher O NN O
, O , O
giving O VBG O
a O DT O
thumbs O NNS O
up O IN O
to O TO O
the O DT O
crowd B-Group NN O
on O IN O
the O DT O
way O NN O
out O IN O

Meet 6 7	Entity 2 3	Time-Within 5 6	
Approximately O RB O
900 O CD O
people B-Group NNS B-Entity
attended O VBD O
the O DT O
2004 B-Time CD B-Time-Within
conference O NN B-Meet-T

Meet 1 2	Entity 0 1	Entity 2 3	Entity 4 5	
I B-Individual PRP B-Entity
met O VBD B-Meet-T
student B-Individual NN B-Entity
after O IN O
student B-Individual NN B-Entity
intent O NN O
on O IN O
harnessing O VBG O
the O DT O
forces O NNS O
of O IN O
business O NN O
and O CC O
capitalism O NN O
to O TO O
improve O VB O
the O DT O
world B-Celestial NN O

Meet 10 11	Time-Within 1 2	Entity 3 4	
In O IN O
2004 B-Time CD B-Time-Within
, O , O
I B-Individual PRP B-Entity
had O VBD O
the O DT O
opportunity O NN O
to O TO O
attend O VB O
their B-Non-Governmental PRP$ O
conference O NN B-Meet-T
hosted O VBN O
by O IN O
The O DT O
University B-Educational NNP O
of I-Educational IN O
Texas I-Educational NNP O
McCombs B-Educational NNP O
Business I-Educational NNP O
School I-Educational NNP O

Meet 1 2	Entity 8 9	
The O DT O
conference O NN B-Meet-T
was O VBD O
being O VBG O
held O VBN O
by O IN O
a O DT O
new O JJ O
group B-Non-Governmental NN B-Entity
called O VBN O
Students B-Non-Governmental NNS O
for I-Non-Governmental IN O
Responsible I-Non-Governmental JJ O
Business I-Non-Governmental NN O

Meet 13 14	
I B-Individual PRP O
was O VBD O
asked O VBN O
to O TO O
moderate O VB O
a O DT O
panel O NN O
discussion O NN O
on O IN O
social O JJ O
entrepreneurship O NN O
for O IN O
a O DT O
conference O NN B-Meet-T
at O IN O
Harvard B-Educational NNP O
Business I-Educational NNP O
School I-Educational NNP O

Die 20 21	
But O CC O
look O VB O
for O IN O
the O DT O
Kilgore B-Individual NNP O
team B-Group NN O
to O TO O
paint O VB O
him B-Individual PRP O
as O IN O
a O DT O
liberal B-Individual JJ O
for O IN O
his B-Individual PRP$ O
record O NN O
on O IN O
tax O NN O
hikes O NNS O
and O CC O
the O DT O
death O NN B-Die-T
penalty O NN O

Die 24 25	Victim 17 18	Agent 18 19	
After O IN O
killing O VBG O
her B-Individual PRP O
, O , O
he B-Individual PRP O
dumped O VBD O
her B-Individual PRP$ O
body B-Individual NN O
down O IN O
the O DT O
same O JJ O
ditch B-Land-Region-Natural NN O
where O WRB O
he B-Individual PRP O
dumped O VBD O
the O DT O
17-year-old B-Time JJ O
girl B-Individual NN B-Victim
he B-Individual PRP B-Agent
had O VBD O
previously B-Time RB O
been O VBN O
convicted O VBN O
of O IN O
murdering B-Crime VBG B-Die-T

Attack 9 10	Attacker 8 9	Target 11 12	
Tugle B-Individual NNP O
was O VBD O
on O IN O
parole O NN O
for O IN O
this B-Crime DT O
crime I-Crime NN O
when O WRB O
he B-Individual PRP B-Attacker
killed O VBD B-Attack-T
the O DT O
grandmother B-Individual NN B-Target

Die 1 2	Victim 2 3	Agent 4 5	
After O IN O
killing O VBG B-Die-T
her B-Individual PRP B-Victim
, O , O
he B-Individual PRP B-Agent
dumped O VBD O
her B-Individual PRP$ O
body B-Individual NN O
down O IN O
the O DT O
same O JJ O
ditch B-Land-Region-Natural NN O
where O WRB O
he B-Individual PRP O
dumped O VBD O
the O DT O
17-year-old B-Time JJ O
girl B-Individual NN O
he B-Individual PRP O
had O VBD O
previously B-Time RB O
been O VBN O
convicted O VBN O
of O IN O
murdering B-Crime VBG O

Die 28 29	Victim 24 25	
Who B-Individual WP O
other O JJ O
than O IN O
a O DT O
left-wing O JJ O
liberal B-Individual NN O
would O MD O
agree O VB O
to O TO O
represent O VB O
a O DT O
two-time O JJ O
murderer B-Individual NN O
( O CD O
Lem B-Individual NNP O
Tugle I-Individual NNP O
) O NN O
for O IN O
free O JJ O
, O , O
to O TO O
try O VB O
and O CC O
keep O VB O
him B-Individual PRP B-Victim
from O IN O
getting O VBG O
the B-Sentence DT O
death I-Sentence NN B-Die-T
penalty I-Sentence NN O

Die 7 8	Agent 0 1	Victim 11 12	
Tugle B-Individual NNP B-Agent
was O VBD O
on O IN O
trial O NN O
for O IN O
raping B-Crime VBG O
and O CC O
killing B-Crime VBG B-Die-T
a O DT O
southwest O NN O
Virginia B-Region-General NNP O
grandmother B-Individual NN B-Victim

Attack 5 6	Attacker 0 1	Target 11 12	
Tugle B-Individual NNP B-Attacker
was O VBD O
on O IN O
trial O NN O
for O IN O
raping B-Crime VBG B-Attack-T
and O CC O
killing B-Crime VBG O
a O DT O
southwest O NN O
Virginia B-Region-General NNP O
grandmother B-Individual NN B-Target

Attack 12 13	Attacker 8 9	Target 14 15	
The O DT O
line O NN O
of O IN O
defense O NN O
Kaine B-Individual NNP O
used O VBD O
was O VBD O
that O IN O
Tugle B-Individual NNP B-Attacker
had O VBD O
not O RB O
really O RB O
raped O VBD B-Attack-T
the O DT O
grandmother B-Individual NN B-Target
because O IN O
`` O `` O
forcable O JJ O
sodomy O NN O
was O VBD O
not O RB O
rape O NN O
according O VBG O
to O TO O
the O DT O
law O NN O
at O IN O
the O DT O
time O NN O

Transfer-Ownership 30 31	Artifact 28 29	Price 32 35	Buyer 36 37	
Of O IN O
course O NN O
, O , O
there O EX O
have O VBP O
been O VBN O
companies B-Commercial NNS O
whose B-Commercial WP$ O
performance O NN O
would O MD O
perfectly O RB O
mimic O VB O
the O DT O
validity O NN O
of O IN O
this O DT O
idea O NN O
, O , O
but O CC O
Psuedo.com B-Commercial NNP O
failed O VBD O
without O IN O
producing O VBG O
a O DT O
single O JJ O
show O NN O
, O , O
and O CC O
Broadcast.com B-Commercial NNP B-Artifact
was O VBD O
swallowed O VBN B-Transfer-Ownership-T
for O IN O
$ B-Money $ B-Price
6 I-Money CD I-Price
billion I-Money CD I-Price
by O IN O
Yahoo B-Commercial NNP B-Buyer
! O . O
, O , O
to O TO O
Yahoo B-Commercial NNP O
! O . O
's O POS O
great O JJ O
regret O NN O

Die 15 16	Agent 10 11	Place 12 13	Victim 18 19	
Yates B-Individual NNP O
, O , O
in O IN O
case O NN O
you B-Indeterminate PRP O
have O VBP O
forgotten O VBN O
, O , O
is O VBZ O
the O DT O
women B-Individual NNS B-Agent
from O IN O
Texas B-State-or-Province NNP B-Place
who B-Individual WP O
heinously O RB O
drowned O VBD B-Die-T
her B-Individual PRP$ O
five O CD O
kids B-Group NNS B-Victim
, O , O
aged O JJ O
6 B-Time CD O
months I-Time NNS O
to O TO O
7 B-Time CD O
years I-Time NNS O
, O , O
one B-Individual CD O
by O IN O
one O CD O
, O , O
in O IN O
her B-Individual PRP$ O
bathtub O NN O

Die 12 13	Agent 5 6	Victim 14 15	
In O IN O
2002 B-Time CD O
a O DT O
jury B-Group NN O
sentenced O VBN O
Yates B-Individual NNP B-Agent
to O TO O
life B-Sentence NN O
in I-Sentence IN O
prison I-Sentence NN O
for O IN O
the B-Crime DT O
deaths I-Crime NNS B-Die-T
of I-Crime IN O
three I-Crime CD B-Victim
of I-Crime IN O
her I-Crime PRP$ O
children I-Crime NNS O

Die 8 9	Victim 9 10	
No O DT O
such O JJ O
ceremonies O NNS O
were O VBD O
held O VBN O
for O IN O
her B-Individual PRP$ O
five O CD O
dead O JJ B-Die-T
children B-Group NNS B-Victim

Transfer-Money 18 19	Giver 12 16	Beneficiary 21 22	
Liberal O JJ O
feminist O JJ O
organizations B-Non-Governmental NNS O
rushed O VBD O
to O TO O
Yates B-Individual NNP O
' O POS O
defense O NN O
, O , O
most O RBS O
notably O RB O
the O DT O
National B-Non-Governmental NNP B-Giver
Organization I-Non-Governmental NNP I-Giver
for I-Non-Governmental IN I-Giver
Women I-Non-Governmental NNP I-Giver
, O , O
which B-Non-Governmental WDT O
provided O VBD B-Transfer-Money-T
money O NN O
for O IN O
her B-Individual PRP$ B-Beneficiary
defense O NN O
fund O NN O
and O CC O
held O VBD O
candlelight O NN O
vigils O NNS O

Attack 28 29	Place 19 20	Target 25 26	Instrument 27 28	
In O IN O
a O DT O
horribly O RB O
deceitful O JJ O
manner O NN O
, O , O
the O DT O
Brady B-Non-Governmental NNP O
Campaign I-Non-Governmental NNP O
has O VBZ O
released O VBN O
`` O `` O
report O NN O
cards O NNS O
'' O '' O
for O IN O
every O DT O
state B-State-or-Province NN O
on O IN O
their B-State-or-Province PRP$ B-Place
gun B-Shooting NN O
laws O NNS O
that O WDT O
supposedly O RB O
shield O VBP O
children B-Group NNS B-Target
from O IN O
gun B-Shooting NN B-Instrument
violence O NN B-Attack-T

Transfer-Ownership 9 10	Buyer 2 4	Artifact 10 11	
Today B-Time NN O
, O , O
Ask B-Commercial VBP B-Buyer
Jeeves I-Commercial NNPS I-Buyer
made O VBD O
their B-Commercial PRP$ O
official O JJ O
announcement O NN O
about O IN O
acquiring O VBG B-Transfer-Ownership-T
Bloglines B-Commercial NNS B-Artifact

Transfer-Ownership 23 24	Buyer 15 16	
And O CC O
this O DT O
is O VBZ O
, O , O
as O IN O
far O RB O
as O IN O
I B-Individual PRP O
know O VBP O
, O , O
the O DT O
first O JJ O
time O NN O
since O IN O
the O DT O
Allegheny B-Commercial NNP B-Buyer
deal O NN O
that O WDT O
there O EX O
's O VBZ O
been O VBN O
a O DT O
hostile O JJ O
takeover O NN B-Transfer-Ownership-T
using O VBG O
debt O NN O

Attack 14 15	Target 13 14	
This O DT O
is O VBZ O
n't O RB O
a O DT O
football O NN O
game O NN O
, O , O
and O CC O
it O PRP O
's O VBZ O
not O RB O
two O CD O
drunken O JJ O
cousins B-Group NNS B-Target
fighting O VBG B-Attack-T
at O IN O
a O DT O
family B-Group NN O
reunion O NN O

Transfer-Ownership 8 10	Buyer 4 5	Artifact 12 13	
The O DT O
recent B-Time JJ O
rumors O NNS O
about O IN O
WalMart B-Commercial NNP B-Buyer
's O POS O
plans O NNS O
to O TO O
buy O VB B-Transfer-Ownership-T
out O RP I-Transfer-Ownership-T
a O DT O
shipping O NN O
company B-Commercial NN B-Artifact
have O VBP O
given O VBN O
rise O NN O
to O TO O
the O DT O
fear O NN O
that O IN O
the O DT O
company B-Commercial NN O
may O MD O
go O VB O
the O DT O
conglomerate B-Commercial NN O
route O NN O

Transfer-Ownership 48 49	Seller 27 28	Artifact 49 50	Buyer 54 55	
The O DT O
sad O JJ O
truth O NN O
is O VBZ O
that O IN O
while O IN O
the O DT O
police B-Government NN O
officers B-Group NNS O
are O VBP O
inspecting O VBG O
farmers B-Group NNS O
' O POS O
gun B-Shooting NN O
cabinets O NNS O
to O TO O
see O VB O
if O IN O
they B-Group PRP O
comply O VBP O
with O IN O
regulations O NNS O
somewhere B-Region-General RB O
in O IN O
the O DT O
UK B-Nation NNP O
, O , O
someone B-Individual NN B-Seller
, O , O
who B-Individual WP O
has O VBZ O
not O RB O
filled O VBN O
in O IN O
a O DT O
firearms B-Shooting NNS O
certificate O NN O
form O NN O
, O , O
will O MD O
be O VB O
smuggling O NN O
a O DT O
gun B-Shooting NN O
into O IN O
the O DT O
country B-Nation NN O
or O CC O
selling O VBG B-Transfer-Ownership-T
one B-Shooting CD B-Artifact
to O TO O
an O DT O
inner O JJ O
city B-Population-Center NN O
youth B-Individual NN B-Buyer

Attack 23 24	Place 0 1	Instrument 2 3	
Britain B-Nation NNP B-Place
's O POS O
gun B-Shooting NN B-Instrument
laws O NNS O
are O VBP O
aimed O VBN O
at O IN O
the O DT O
wrong O JJ O
target O NN O
, O , O
curbing O VBG O
and O CC O
criminalising O VBG O
legal O JJ O
ownership O NN O
while O IN O
failing O VBG O
to O TO O
tackle O VB O
huge O JJ O
rises O NNS O
in O IN O
shooting O JJ B-Attack-T
offences O NNS O
over O IN O
the B-Time DT O
past I-Time JJ O
few I-Time JJ O
years I-Time NNS O
, O , O
according O VBG O
to O TO O
an O DT O
international O JJ O
firearms B-Shooting NNS O
legislation O NN O
expert B-Individual NN O

Elect 28 31	Entity 26 28	Time-At-Beginning 32 33	
His B-Individual PRP$ O
warning O NN O
comes O VBZ O
as O IN O
gun B-Shooting NN O
crime O NN O
incidents O NNS O
are O VBP O
averaging O VBG O
about O IN O
29 O CD O
a B-Time DT O
day I-Time NN O
in O IN O
England B-Nation NNP O
and O CC O
Wales B-Nation NNP O
, O , O
more O JJR O
than O IN O
twice O RB O
the O DT O
level O NN O
of O IN O
when O WRB O
the O DT O
Labour B-Government NN B-Entity
Government I-Government NN I-Entity
came O VBD B-Elect-T
to O TO I-Elect-T
power O NN I-Elect-T
in O IN O
1997 B-Time CD B-Time-At-Beginning

